TRAIN,LABELS
hecho,hecho
contrario,contrario
manda,manda
el,el
marques,marqués
por,por
memorial,memorial
firmado,firmado
de,de
su,su
mano,mano
q,que
se,se
den,den
las,las
fianças,fianzas
d,de
este,este
arrento,arrendamiento
y,y
pues,pues
sabe,sabe
vm,vm
quantas,cuántas
vezes,veces
se,se
lo,lo
tengo,tengo
escripto,escrito
y,y
que,que
pa,para
atajar,atajar
estas,estas
dendalillas,dendalillas
conviene,conviene
darlas,darlas
le,le
buelbo,vuelvo
a,a
suplicar,suplicar
que,que
por,por
la,la
orden,orden
que,que
tengo,tengo
escripta,escrita
por,por
otras,otras
procure,procure
que,que
el,el
sr,señor
bernave,bernabé
de,de
sola,sola
testifique,testifique
unasto,unasto
de,de
fiaduria,fiaduría
y,y
hecho,hecho
que,que
sea,sea
seria,sería
de,de
importancia,importancia
que,que
vm,vm
viniese,viniese
por,por
aqui,aquí
y,y
acabarse,acabarse
ia,ya
de,de
asentar,asentar
este,este
negoçio,negocio
vm,vm
lo,lo
procure,procure
y,y
pues,pues
le,le
tengo,tengo
ya,ya
avisado,avisado
me,me
provia,proveía
las,las
appocas,apocas
d,de
estas,estas
dos,dos
pens,pensiones
no,no
quiero,quiero
aqui,aquí
cansallo,cansarlo
mas,más
ya,ya
tengo,tengo
tambien,también
avisado,avisado
como,cómo
yvan,iban
dexando,dejando
el,el
paniço,panizo
y,y
assi,así
ahora,ahora
digo,digo
que,que
ya,ya
esta,está
dado,dado
y,y
gratias,gracias
a,a
dios,dios
que,que
he,he
salido,salido
d,de
esto,esto
q,que
me,me
lo,lo
dava,daba
vm,vm
en,en
los,los
ojos,ojos
y,y
confio,confío
que,que
no,no
se,se
habra,habrá
perdido,perdido
en,en
haverlo,haberlo
guardado,guardado
porque,porque
aunq,aunque
no,no
he,he
hecho,hecho
preçio,precio
aguardo,aguardo
q,que
se,se
hara,hará
de,de
manera,manera
que,que
no,no
se,se
perdera,perderá
nada,nada
tambien,también
dixe,dije
algunos,algunos
dias,días
a,ha
que,que
un,un
sindico,síndico
de,de
barna,barcelona
andava,andaba
por,por
aqui,aquí
comprando,comprando
trigo,trigo
y,y
me,me
a,ha
imbiado,enviado
a,a
hablar,hablar
algunas,algunas
vezes,veces
pero,pero
nunca,nunca
nos,nos
hemos,hemos
atrevido,atrevido
y,y
assi,así
digo,digo
que,que
considerado,considerado
el,el
tpo,tiempo
que,que
por,por
aqui,aquí
pasa,pasa
me,me
voy,voy
entreteniendo,entreteniendo
y,y
no,no
querria,querría
vender,vender
y,y
por,por
otra,otra
parte,parte
el,el
poco,poco
de,de
trigo,trigo
q,que
tengo,tengo
esta,está
en,en
una,una
çia,cilla
aqui,aquí
de,de
las,las
de,de
la,la
villa,villa
que,que
temo,temo
no,no
se,se
gaste,gaste
y,y
por,por
esto,esto
y,y
porque,porque
son,son
menester,menester
dineros,dineros
si,si
se,se
allegasen,allegasen
a,a
lo,lo
de,de
raçon,razón
procuraria,procuraría
de,de
vender,vender
vm,vm
vea,vea
si,si
habra,habrá
orden,orden
de,de
algunos,algunos
dineros,dineros
y,y
si,si
no,no
vendere,venderé
si,si
a,a
12m,12000
me,me
llegasen,llegasen
a,a
dar,dar
en,en
junto,junto
algunas,algunas
cargas,cargas
se,se
han,han
vendido,vendido
por,por
aqui,aquí
estos,estos
dias,días
a,a
13m,13000
y,y
a,a
14m,14000
pero,pero
causado,causado
la,la
gran,gran
nevada,nevada
y,y
heladas,heladas
y,y
no,no
poder,poder
salir,salir
nadi,nadie
de,de
sus,sus
casas,casas
yo,yo
pienso,pienso
seguir,seguir
el,el
tpo,tiempo
y,y
entretenerme,entretenerme
aviseme,avíseme
lo,lo
que,que
por,por
ay,ahí
pasare,pasare
me,me
hizo,hizo
vm,vm
en,en
avisarme,avisarme
lo,lo
de,de
los,los
offiçiales,oficiales
nuevos,nuevos
y,y
cierto,cierto
que,que
me,me
agradan,agradan
poco,poco
no,no
se,sé
que,qué
fruto,fruto
haran,harán
del,del
virrey,virrey
deseo,deseo
siempre,siempre
saber,saber
suppco,suplico
a,a
vm,vm
me,me
lo,lo
avise,avise
que,que
no,no
dexara,dejará
de,de
haver,haber
nuevas,nuevas
los,los
soldados,soldados
no,no
los,los
he,he
podido,podido
yr,ir
a,a
ver,ver
porque,porque
quando,cuando
pasaron,pasaron
estava,estaba
yo,yo
en,en
la,la
fuga,fuga
de,de
mi,mi
mal,mal
dios,dios
sea,sea
servido,servido
que,que
despues,después
que,que
estoy,estoy
aqui,aquí
no,no
tengo,tengo
dia,día
de,de
salud,salud
creo,creo
que,que
alguna,alguna
me,me
a,ha
maldezido,maldecido
y,y
con,con
todo,todo
porfio,porfío
en,en
salir,salir
de,de
embaraços,embarazos
y,y
le,le
asiguro,aseguro
que,que
me,me
estoy,estoy
tan,tan
al,al
principio,principio
como,como
el,el
primer,primer
dia,día
que,que
vine,vine
digo,digo
en,en
los,los
intereses,intereses
mios,míos
propios,propios
q,que
en,en
los,los
demas,demás
hazese,hácese
algo,algo
imbieme,envíeme
vm,vm
un,un
pronostico,pronóstico
d,de
este,este
año,año
que,que
aqui,aquí
me,me
lo,lo
piden,piden
y,y
pues,pues
la,la
llave,llave
del,del
candelero,candelero
no,no
se,se
a,ha
podido,podido
imbiar,enviar
para,para
fiestas,fiestas
haga,haga
vm,vm
que,que
me,me
la,la
trayga,traiga
este,éste
que,que
aqui,aquí
va,va
la,la
gordaria,gordaria
y,y
yo,yo
creo,creo
que,que
qualquiera,cualquiera
es,es
buena,buena
tambien,también
suppco,suplico
a,a
vm,vm
me,me
imbie,envíe
unos,unos
pantuflos,pantuflos
que,que
me,me
muero,muero
de,de
frio,frío
los,los
pies,pies
y,y
haze,hace
tan,tan
mal,mal
tiempo,tiempo
que,que
le,le
asiguro,aseguro
habria,habría
menester,menester
algun,algún
otro,otro
reparo,reparo
a,a
mi,mi
sra,señora
petronilla,petronilla
de,de
mur,mur
veso,vuestro
las,las
manos,manos
y,y
nr,nuestro
sr,señor
guarde,guarde
a,a
vm,vm
como,como
puede,puede
de,de
seros,serós
a,a
14,14
de,de
henero,enero
1591,1591
muchos,muchos
dias,días
a,ha
que,que
me,me
escribió,escribió
vm,vm
que,que
mis,mis
vezinas,vecinas
tenian,tenían
cuydado,cuidado
de,de
mi,mí
y,y
de,de
quando,cuándo
seria,sería
ay,ahí
suppco,suplico
a,a
vm,vm
me,me
avise,avise
quien,quién
que,que
ya,ya
sabe,sabe
tengo,tengo
muchas,muchas
vezinas,vecinas
y,y
si,si
son,son
las,las
ssas,señoras
esposas,esposas
hagame,hágame
md,merced
de,de
quando,cuando
se,se
viere,viere
con,con
cosida,cosida
dalle,darle
mi,mi
vesar,besar
de,de
manos,manos
y,y
que,que
las,las
de,dé
a,a
todos,todos
estas,estas
ssas,señoras
viçente,vicente
françes,francés
siendo,siendo
vm,vm
tan,tan
hombre,hombre
de,de
bien,bien
y,e
hydalgo,hidalgo
y,y
allegado,allegado
a,a
raçon,razón
no,no
dexare,dejaré
de,de
darle,darle
cuenta,cuenta
de,de
lo,lo
q,que
passa,pasa
y,y
suplicarle,suplicarle
tome,tome
la,la
mano,mano
en,en
este,este
negocio,negocio
de,de
hablar,hablar
a,a
vicente,vicente
frances,francés
y,y
q,que
no,no
quiera,quiera
obligar,obligar
a,a
nadi,nadie
a,a
hazer,hacer
un,un
dislate,dislate
y,y
es,es
q,que
quedando,quedando
en,en
su,su
poder,poder
mis,mis
guadamacilles,guadameciles
y,y
retratos,retratos
arcas,arcas
viejas,viejas
murillos,murillos
de,de
fierro,hierro
y,y
todos,todos
los,los
otros,otros
mis,mis
alajes,alhajas
a,a
fin,fin
y,y
effecto,efecto
q,que
le,le
avia,había
de,de
vender,vender
y,y
pagar,pagar
mis,mis
deudas,deudas
como,como
por,por
carta,carta
suya,suya
me,me
lo,lo
scribe,escribe
yo,yo
pensado,pensado
fuera,fuera
assi,así
y,y
que,que
mi,mi
honrra,honra
no,no
iria,iría
por,por
tierra,tierra
q,que
abria,habría
pagado,pagado
a,a
miguel,miguel
de,de
gracia,gracia
trapero,trapero
y,y
al,al
guadamacilero,guadamacilero
22,22
d,ducados
y,y
a,a
martin,martín
de,de
santa,santa
justa,justa
10,10
d,ducados
y,y
a,a
vm,vm
lo,lo
q,que
vm,vm
le,le
sirviera,sirviera
estando,estando
yo,yo
en,en
esta,esta
confianza,confianza
no,no
solamente,solamente
no,no
lo,lo
ha,ha
echo,hecho
empero,empero
allasse,hállase
con,con
la,la
varaja,baraja
scribiendo,escribiendo
a,a
su,su
madre,madre
q,que
yo,yo
le,le
devo,debo
mas,más
de,de
150,150
d,ducados
cosa,cosa
falsa,falsa
y,y
mala,mala
y,y
jamas,jamás
pensada,pensada
de,de
ningun,ningún
xpiano,cristiano
y,y
mas,más
pq,porque
conmigo,conmigo
q,que
l,le
e,he
criado,criado
y,y
ladeado,ladeado
y,y
gastado,gastado
por,por
el,él
y,y
estar,estar
obligado,obligado
7000,7000
ducados,ducados
por,por
el,él
y,y
otras,otras
cosas,cosas
q,que
no,no
l,le
escribirian,escribirían
en,en
una,una
raxmada,raxmada
de,de
papel,papel
y,y
veeo,veo
q,que
el,el
interese,interés
le,le
ciega,ciega
y,y
piensa,piensa
q,que
no,no
hay,hay
verdad,verdad
y,y
se,sé
q,que
dixo,dijo
a,a
mi,mi
hijo,hijo
delante,delante
miguel,miguel
gares,gares
su,su
primo,primo
nro,nuestro
por,por
aber,haber
recogido,recogido
al,al
hijo,hijo
del,del
dicho,dicho
miguel,miguel
gares,gares
vos,«vos
no,no
teneis,tenéis
quien,quien
os,os
de,dé
un,un
bocado,bocado
de,de
pan,pan
y,y
acogeys,acogéis
a,a
otro,otro»
yo,yo
le,le
he,he
dado,dado
a,a
el,él
de,de
comer,comer
q,que
tenia,tenía
menos,menos
y,y
l,le
e,he
encaminado,encaminado
en,en
toda,toda
virtud,virtud
y,y
por,por
no,no
dezir,decir
lo,lo
q,que
mas,más
sobre,sobre
esto,esto
podria,podría
dezir,decir
es,es
suplicar,suplicar
a,a
vm,vm
me,me
la,la
aga,haga
en,en
hablarle,hablarle
y,y
dezirle,decirle
que,que
mi,mi
hazienda,hacienda
no,no
le,le
deve,debe
nada,nada
y,y
si,si
la,la
quiere,quiere
q,que
la,la
pague,pague
q,que
con,con
ella,ella
he,he
de,de
pagar,pagar
a,a
quien,quien
devo,debo
q,que
ochosiendos,ochocientos
q,que
he,he
pagado,pagado
por,por
una,una
vacca,vaca
zeçinada,cecinada
que,que
ya,ya
en,en
agosto,agosto
los,los
avia,había
de,de
aver,haber
vicente,vicente
françes,francés
dados,dados
a,a
martin,martín
no,no
lo,lo
ha,ha
echo,hecho
y,y
dize,dice
q,que
a,ha
de,de
ser,ser
por,por
lo,lo
q,que
come,come
mi,mi
hijo,hijo
y,y
otras,otras
cosas,cosas
semejantes,semejantes
y,y
tiene,tiene
de,de
pensar,pensar
q,que
yo,yo
ire,iré
a,a
çaragoça,zaragoza
y,y
se,se
dilucidaran,dilucidarán
cosas,cosas
y,y
q,que
se,se
veera,verá
haÿ,ahí
lo,lo
q,que
es,es
justo,justo
se,se
veea,vea
y,y
sepa,sepa
vm,vm
por,por
quienes,quiénes
se,se
sirva,sirva
en,en
tratar,tratar
esto,esto
y,y
scribirme,escribirme
lo,lo
q,que
abra,habrá
resultado,resultado
de,de
la,la
md,merced
q,que
vm,vm
me,me
ha,ha
de,de
azer,hacer
q,que
aguardare,aguardaré
ocho,ocho
dias,días
respuesta,respuesta
donde,donde
no,no
yo,yo
me,me
parto,parto
luego,luego
a,a
mi,mi
sra,señora
petronila,petronila
mur,mur
y,y
al,al
sor,señor
joan,joan
mauran,maurán
menor,menor
y,y
a,a
la,la
mayoria,mayoría
beso,beso
mil,mil
bezes,veces
la,la
mos,manos
junto,junto
con,con
las,las
del,del
padre,padre
mauran,maurán
y,y
las,las
de,de
vm,vm
y,y
guarde,guarde
nro,nuestro
sor,señor
la,la
persona,persona
de,de
vm,vm
como,como
puede,puede
de,de
jacca,jaca
a,a
18,18
de,de
henero,enero
1590,1590
el,el
doctor,doctor
lopez,lópez
cortes,cortés
muy,muy
magco,magnífico
y,y
mas,más
vtuoso,virtuoso
senyor,señor
su,su
carta,carta
reçebi,recibí
y,y
a,a
lo,lo
ya,ya
queda,queda
claro,claro
co,con
marti,martín
d,de
eslava,eslaba
el,el
q,que
esta,está
en,en
ser,ser
el,el
de,de
mi,mi
mano,mano
ay,ahí
pues,pues
vra,vuestra
merced,merced
dize,dice
me,me
sacara,sacará
de,de
migl,miguel
andias,andiás
yo,yo
enbiare,enviaré
dicho,dicho
tgo,trigo
a,a
quie,quien
vra,vuestra
merçed,merced
mandara,mandará
y,y
lo,lo
q,que
dize,dice
le,le
invie,envíe
hun,un
albara,albarán
de,de
mi,mi
mano,mano
d,de
los,los
dos,dos
mil,mil
sueldos,sueldos
q,que
tengo,tengo
recebidos,recibidos
por,por
esta,ésta
soy,soy
contento,contento
q,que
el,el
albara,albarán
q,que
tiene,tiene
vra,vuestra
merced,merced
mio,mío
d,de
los,los
dos,dos
mil,mil
sueldos,sueldos
q,que
tome,tomé
el,el
anyo,año
passado,pasado
sea,sea
en,en
seguredat,seguridad
d,de
estos,estos
dos,dos
mil,mil
sueldos,sueldos
q,que
agora,ahora
ha,ha
dado,dado
vra,vuestra
merced,merced
estando,estando
en,en
esto,esto
lo,lo
q,que
mi,mi
prmo,primo
charles,charles
me,me
dio,dio
q,que
fuero,fueron
quatrozietos,cuatrocientas
sueldos,sueldos
y,y
la,la
resta,resta
q,que
quedava,quedaba
yo,yo
a,a
dever,deber
q,que
era,eran
quatrozietos,cuatrocientos
y,y
diziocho,dieciocho
sueldos,sueldos
q,que
son,son
por,por
todo,todo
los,los
sobredichos,sobredichos
dos,dos
mil,mil
sueldos,sueldos
y,y
si,si
manda,manda
vra,vuestra
merced,merced
qe,que
de,dé
otro,otro
albara,albarán
de,de
nuevo,nuevo
mademe,mándeme
inviar,enviar
el,el
del,del
anyo,año
passado,pasado
q,que
yo,yo
lo,lo
inviare,enviaré
d,de
la,la
mana,manera
q,que
mandara,mandará
vra,vuestra
merced,merced
en,en
esto,esto
q,que
ha,ha
traydo,traído
el,el
estibador,estibador
no,no
se,se
ha,ha
fallado,fallado
en,en
el,el
talego,talego
sino,sino
xxxxviiii,49
l,libras
q,que
marn,martín
d,de
eslava,eslaba
ha,ha
dado,dado
complimieto,cumplimiento
a,a
los,los
lviiii,59
q,que
han,han
seydo,sido
x,10
ms,más
no,no
se,sé
en,en
q,qué
se,se
ha,ha
tomado,tomado
sino,sino
q,que
el,el
q,que
conto,conto
los,los
dineros,dineros
se,se
errasse,errase
el,el
trgo,trigo
de,de
mi,mi
hermo,hermano
domingo,domingo
gil,gil
ya,ya
queda,queda
a,a
cargo,cargo
mio,mío
q,que
lo,lo
he,he
yo,yo
de,de
cobrar,cobrar
y,y
besando,besando
las,las
manos,manos
de,de
vra,vuestra
merced,merced
y,y
d,de
la,la
senyora,señora
hago,hago
fin,fin
de,de
sadava,sádaba
a,a
xvii,17
de,de
junio,junio
de,de
d,500
y,y
xxi,21
nuevas,nuevas
ningunas,ningunas
hay,hay
aqua,acá
pa,para
qe,que
las,las
podiesse,pudiese
escrevir,escribir
a,a
su,su
merced,merced
besole,bésole
las,las
manos,manos
d,de
las,las
qe,que
me,me
escrive,escribe
plegue,plegue
a,a
dios,dios
dar,dar
paz,paz
en,en
la,la
cristiandat,cristiandad
q,que
es,es
el,el
mayor,mayor
bie,bien
d,de
los,los
de,de
fuera,fuera
del,del
cuerpo,cuerpo
recebire,recibiré
senyalada,señalada
merced,merced
de,de
saber,saber
nuebas,nuevas
pues,pues
se,sé
q,que
son,son
frescas,frescas
de,de
vra,vuestra
merced,merced
servidor,servidor
de,de
su,su
merced,merced
q,que
sus,sus
manos,manos
besa,besa
martin,martín
coston,costón
señor,señor
por,por
me,me
hazer,hacer
md,merced
de,de
aquy,aquí
adelante,adelante
me,me
haga,haga
buscar,buscar
bue,buen
vyno,vino
tynto,tinto
q,que
lo,lo
q,que
me,me
ebya,envía
es,es
vynagre,vinagre
y,y
vayalo,váyalo
el,él
a,a
buscar,buscar
y,y
ebyenos,envíenos
candelas,candelas
y,y
mejores,mejores
açeytunas,aceitunas
q,que
asta,hasta
aquy,aquí
y,y
esfuerçese,esfuércese
q,que
dios,dios
lo,lo
ara,hará
todo,todo
bye,bien
y,y
ebyeme,envíeme
alberchigas,albérchigas
y,y
rregaleme,regáleme
mucho,mucho
q,que
dios,dios
se,se
lo,lo
pagara,pagará
enbyeme,envíeme
una,una
rredomica,redomica
de,de
agua,agua
rrosada,rosada
y,y
una,una
vasija,vasija
de,de
vydrio,vidrio
pa,para
efriar,enfriar
vyno,vino
el,el
bachillr,bachiller
medro,medrano
cura,cura
señor,señor
por,por
me,me
hazer,hacer
md,merced
luego,luego
mañana,mañana
me,me
haga,haga
haze,hacer
un,un
jubon,jubón
de,de
vocara,bocarán
muy,muy
bueno,bueno
y,y
el,el
anchor,anchor
de,de
la,la
pretina,pretina
sean,sean
çinco,cinco
palmos,palmos
de,de
los,los
suyos,suyos
quato,cuanto
los,los
pudiere,pudiere
estirar,estirar
y,y
aryba,arriba
en,en
l,el
pecho,pecho
quatro,cuatro
palmos,palmos
y,y
una,una
mano,mano
en,en
lo,lo
demas,demás
cortese,córtese
a,a
su,su
medida,medida
la,la
manga,manga
sea,sea
de,de
ancha,ancha
un,un
palmo,palmo
y,y
una,una
mano,mano
otorgada,otorgada
en,en
la,la
vocamanga,bocamanga
e,en
la,la
buelta,vuelta
hagale,hágale
echar,echar
un,un
poco,poco
de,de
raso,raso
o,o
terçiopelo,terciopelo
y,y
hagase,hágase
luego,luego
porq,porque
padezco,padezco
mucha,mucha
calor,calor
ebyeme,envíeme
unos,unos
çapatos,zapatos
de,de
una,una
suela,suela
a,a
su,su
medida,medida
y,y
enbie,envíe
carbo,carbón
q,que
sea,sea
bueno,bueno
y,y
enbie,envíe
vynagre,vinagre
y,y
vyno,vino
tinto,tinto
y,y
este,esté
alegre,alegre
y,y
dios,dios
le,le
de,dé
el,el
gualardon,galardón
de,de
qua,cuán
bueno,bueno
es,es
todo,todo
lo,lo
q,que
nos,nos
ebya,envía
y,y
quato,cuanto
mas,más
pudiere,pudiere
nos,nos
ebye,envíe
asado,asado
a,a
las,las
tardes,tardes
porq,porque
hago,hago
muy,muy
grand,gran
tripa,tripa
nro,nuestro
señor,señor
le,le
haga,haga
todo,todo
suyo,suyo
y,y
negoçie,negocie
como,cómo
salgamos,salgamos
de,de
aqui,aquí
presto,presto
despues,después
scrita,escrita
esta,ésta
llego,llegó
la,la
ultima,última
carta,carta
de,de
vm,vm
y,y
el,el
vino,vino
q,que
fue,fue
el,el
primer,primer
dia,día
de,de
pascua,pascua
y,y
assi,así
buelva,vuelva
la,la
hoja,hoja
vm,vm
que,que
a,ha
sido,sido
muy,muy
senyalada,señalada
md,merced
yo,yo
asta,hasta
hahora,ahora
no,no
le,le
he,he
provado,probado
q,que
sera,será
tal,tal
como,como
vm,vm
dize,dice
q,que
a,ha
de,de
ser,ser
pa,para
ponerlo,ponerlo
en,en
un,un
tonel,tonel
no,no
me,me
dize,dice
vm,vm
nada,nada
del,del
dinero,dinero
si,si
lo,lo
a,ha
dado,dado
martni,martín
enyeguez,enyéguez
o,o
no,no
y,y
si,si
no,no
lo,lo
obiere,hubiere
dado,dado
yo,yo
lo,lo
inbiare,enviaré
avise,avise
de,de
todo,todo
viva,viva
vm,vm
muchos,muchos
annos,años
para,para
criar,criar
sus,sus
hijos,hijos
y,y
goze,goce
este,este
rezien,recién
nacido,nacido
como,como
margarita,margarita
bermes,bermes
y,y
yo,yo
lo,lo
deseamos,deseamos
y,y
damos,damos
gras,gracias
a,a
dios,dios
del,del
libramiento,libramiento
aunq,aunque
fue,fue
con,con
tanto,tanto
trabajo,trabajo
loores,loores
a,a
dios,dios
a,a
la,la
sra,señora
petronilla,petronilla
mur,mur
le,le
damos,damos
el,el
parabien,parabién
y,y
su,su
md,merced
le,le
guarde,guarde
q,que
margarita,margarita
bermes,bermes
y,y
yo,yo
quisieramos,quisiéramos
allarnos,hallarnos
presentes,presentes
pa,para
en,en
parto,parto
poderle,poderle
servir,servir
y,y
tendremos,tendremos
dado,dado
quando,cuando
llegue,llegue
la,la
manteca,manteca
de,de
inbiarsela,enviársela
y,y
inbio,envío
a,a
vm,vm
las,las
cartas,cartas
de,de
estos,estos
sres,señores
a,a
quien,quien
devo,debo
a,a
fin,fin
entienda,entienda
la,la
prissa,prisa
q,que
me,me
dan,dan
y,y
es,es
justo,justo
yo,yo
pagare,pagaré
y,y
he,he
aguardado,aguardado
q,que
en,en
un,un
annio,año
vicente,vicente
frances,francés
me,me
paguesse,pagase
y,y
de,de
alli,allí
les,les
pagasse,pagase
q,que
no,no
lo,lo
llevasse,llevase
con,con
dissimulacion,disimulación
y,y
con,con
diffirirlo,diferirlo
o,o
por,por
mejor,mejor
dezir,decir
con,con
obligarme,obligarme
a,a
mi,mí
q,que
aunq,aunque
no,no
me,me
los,los
deviera,debiera
avia,había
de,de
a,a
cosas,cosas
mias,mías
y,y
suffro,sufro
q,que
me,me
pongan,pongan
en,en
todo,todo
trabajo,trabajo
y,y
deshonrra,deshonra
no,no
mirando,mirando
q,que
todo,todo
lo,lo
q,que
hoy,hoy
tiene,tiene
y,y
possee,posee
es,es
por,por
mi,mi
respecto,respecto
y,y
por,por
mi,mí
at,hasta
ahora,ahora
no,no
l,le
e,he
obligado,obligado
ni,ni
a,ha
sallido,salido
a,a
ninguna,ninguna
cosa,cosa
yo,yo
scribo,escribo
a,a
martni,martín
enyeguez,enyéguez
si,si
dize,dice
q,que
yo,yo
le,le
devo,debo
a,a
muestra,muestra
de,de
gue,gue
como,como
digo,digo
y,y
yo,yo
respondere,responderé
y,y
demostrare,demostraré
ser,ser
al,al
contrario,contrario
y,y
muy,muy
termino,término
qdarse,qdarse
l,le
e,he
encomendado,encomendado
mis,mis
alajes,alhajas
alzarse,alzarse
con,con
ellos,ellos
y,y
faltara,faltará
lo,lo
q,que
es,es
verdat,verdad
como,como
en,en
sus,sus
cartas,cartas
q,que
yo,yo
bien,bien
guardo,guardo
le,le
amostrara,mostrará
le,le
q,que
el,él
conffiessa,confiesa
y,y
yo,yo
no,no
puedo,puedo
dexar,dejar
de,de
sacar,sacar
esta,esta
verdat,verdad
en,en
limpio,limpio
y,y
la,la
are,haré
buena,buena
con,con
capa,capa
y,y
spada,espada
q,que
dizen,dicen
y,y
sabra,sabrá
dios,dios
y,y
el,el
mundo,mundo
q,qué
pagas,pagas
dan,dan
gentes,gentes
y,y
bien,bien
veeo,veo
q,que
a,a
vm,vm
no,no
le,le
tienen,tienen
en,en
raçones,razones
pues,pues
no,no
cumple,cumple
vicente,vicente
frances,francés
con,con
lo,lo
q,que
deve,debe
y,y
aziendo,haciendo
lo,lo
q,que
aze,hace
scribe,escribe
a,a
su,su
madre,madre
q,que
es,es
pobre,pobre
y,y
q,que
no,no
tiene,tiene
y,y
que,que
anda,anda
alcanzado,alcanzado
y,y
siempre,siempre
scribe,escribe
miserias,miserias
creeo,creo
q,que
pienssa,piensa
q,que
no,no
hay,hay
dios,dios
para,para
el,él
vive,vive
enganyado,engañado
y,y
su,su
madre,madre
con,con
mi,mi
voluntad,voluntad
no,no
le,le
serbira,servirá
ni,ni
menos,menos
recibira,recibirá
carta,carta
suya,suya
y,y
solamente,solamente
a,a
por,por
sallir,salir
d,de
el,él
y,y
otras,otras
cosas,cosas
q,que
me,me
mueven,mueven
dios,dios
quiriendo,queriendo
bolvere,volveré
a,a
bivir,vivir
a,a
çaragoca,zaragoza
mi,mi
sor,señor
yo,yo
he,he
echo,hecho
procura,procura
bastante,bastante
a,a
vm,vm
y,y
a,a
guion,guión
la,la
liebre,liebre
para,para
poder,poder
vender,vender
mi,mi
hazienda,hacienda
en,en
huessa,huesca
q,que
no,no
deve,debe
a,a
ninguno,ninguno
un,un
solo,solo
dinero,dinero
y,y
si,si
mi,mi
cunyada,cuñada
la,la
quiere,quiere
q,que
la,la
compre,compre
q,que
vm,vm
mejor,mejor
q,que
nadi,nadie
sabe,sabe
lo,lo
que,que
me,me
cuesta,cuesta
y,y
todo,todo
mi,mi
trabajo,trabajo
es,es
por,por
mi,mi
hermano,hermano
aganla,háganla
sallir,salir
de,de
mi,mi
casa,casa
y,y
huerto,huerto
q,que
ya,ya
tiene,tiene
casa,casa
ella,ella
por,por
si,sí
q,que
entonces,entonces
ella,ella
comprara,comprará
o,u
otros,otros
y,y
sin,sin
dilation,dilación
ni,ni
replica,réplica
q,que
mejor,mejor
le,le
venda,venda
mi,mi
hazienda,hacienda
q,que
yo,yo
me,me
veea,vea
en,en
trabajo,trabajo
y,y
yo,yo
scribo,escribo
a,a
guion,guión
la,la
liebre,liebre
por,por
lo,lo
de,de
dios,dios
vm,vm
lo,lo
trate,trate
con,con
el,él
como,como
yo,yo
aria,haría
en,en
cosas,cosas
de,de
vm,vm
y,y
vaya,vaya
alli,allí
quien,quien
aga,haga
de,de
echo,hecho
y,y
no,no
aguarde,aguarde
a,a
palabras,palabras
y,y
un,un
albaran,albarán
que,que
tiene,tiene
vicente,vicente
frances,francés
de,de
20,20
p,pesos
q,que
assi,así
mesmo,mismo
le,le
cobre,cobre
q,que
esto,esto
supli,suplico
a,a
vm,vm
humilmente,humildemente
por,por
lo,lo
de,de
dios,dios
q,que
algun,algún
dia,día
yo,yo
lo,lo
servire,serviré
otro,otro
hay,hay
q,que
suplicar,suplicar
a,a
vm,vm
acerca,acerca
q,que
mi,mi
hijo,hijo
jayme,jaime
cortes,cortés
ha,ha
scripto,escrito
a,a
su,su
madre,madre
q,que
quiere,quiere
ser,ser
mercader,mercader
y,e
irse,irse
con,con
vicente,vicente
frances,francés
a,a
seros,serós
y,y
q,que
se,se
cansa,cansa
de,de
estudiar,estudiar
y,y
a,ha
ssido,sido
q,que
el,él
a,ha
vendido,vendido
una,una
cama,cama
de,de
ropa,ropa
mia,mía
q,que
vicente,vicente
frances,francés
le,le
dio,dio
y,y
otras,otras
cosas,cosas
sirvase,sírvase
vm,vm
de,de
dizirle,decirle
y,y
mandarle,mandarle
llamar,llamar
quan,¡cuán
mudable,mudable
y,y
vario,vario
q,que
es,es
en,en
sus,sus
cosas,cosas
y,y
quanto,cuánto
se,se
ha,ha
jugado,jugado
y,y
echado,echado
a,a
perder,perder
q,¡qué
locura,locura
es,es
quere,querer
el,él
hahora,ahora
dexar,dejar
el,el
estudio,estudio
como,como
siempre,siempre
en,en
sus,sus
cosas,cosas
a,ha
sido,sido
malo,malo
y,y
que,que
ni,ni
me,me
daban,daban
gusto,gusto
sus,sus
cosas,cosas
ni,ni
es,es
buena,buena
su,su
determinacion,determinación
y,y
estudie,estudie
y,y
no,no
ande,ande
de,de
noche,noche
y,y
se,se
ha,ha
echo,hecho
segun,según
me,me
dizen,dicen
vestido,vestido
de,de
color,color
para,para
de,de
noche,noche
y,y
siendo,siendo
ello,ello
assi,así
pues,pues
el,él
se,se
quiere,quiere
perder,perder
camine,camine
que,que
malas,malas
todas,todas
le,le
castigaran,castigarán
q,que
siendo,siendo
el,él
como,como
es,es
jamas,jamás
le,le
dare,daré
un,un
dinero,dinero
y,y
camine,camine
como,como
quisiere,quisiere
y,y
guarde,guarde
dios,dios
no,no
le,le
castigue,castigue
pues,pues
dize,dice
qui,«qui
male,male
dixerit,dixerit
patri,patri
vel,vel
matri,matri
morte,morte
moriatur,moriatur»
y,y
mientras,mientras
el,él
vellaque,bellaquee
y,y
aga,haga
otros,otros
vicios,vicios
o,o
los,los
siga,siga
tengase,téngase
a,a
los,los
